Time and date,II,PLETH
12:12:27.662 07/10/1995,-0.021,0.380
12:12:27.664 07/10/1995,-0.021,0.401
12:12:27.666 07/10/1995,-0.021,0.401
12:12:27.668 07/10/1995,-0.021,0.401
12:12:27.670 07/10/1995,-0.021,0.401
12:12:27.672 07/10/1995,-0.020,0.407
12:12:27.674 07/10/1995,-0.019,0.407
12:12:27.676 07/10/1995,-0.018,0.407
12:12:27.678 07/10/1995,-0.016,0.407
12:12:27.680 07/10/1995,-0.012,0.399
12:12:27.682 07/10/1995,-0.008,0.399
12:12:27.684 07/10/1995,-0.001,0.399
12:12:27.686 07/10/1995,0.006,0.399
12:12:27.688 07/10/1995,0.017,0.380
12:12:27.690 07/10/1995,0.028,0.380
12:12:27.692 07/10/1995,0.039,0.380
12:12:27.694 07/10/1995,0.050,0.380
12:12:27.696 07/10/1995,0.059,0.355
12:12:27.698 07/10/1995,0.068,0.355
12:12:27.700 07/10/1995,0.076,0.355
12:12:27.702 07/10/1995,0.083,0.355
12:12:27.704 07/10/1995,0.089,0.321
12:12:27.706 07/10/1995,0.095,0.321
12:12:27.708 07/10/1995,0.100,0.321
12:12:27.710 07/10/1995,0.105,0.321
12:12:27.712 07/10/1995,0.112,0.280
12:12:27.714 07/10/1995,0.119,0.280
12:12:27.716 07/10/1995,0.127,0.280
12:12:27.718 07/10/1995,0.136,0.280
12:12:27.720 07/10/1995,0.144,0.240
12:12:27.722 07/10/1995,0.151,0.240
12:12:27.724 07/10/1995,0.153,0.240
12:12:27.726 07/10/1995,0.156,0.240
12:12:27.728 07/10/1995,0.148,0.197
12:12:27.730 07/10/1995,0.140,0.197
12:12:27.732 07/10/1995,0.125,0.197
12:12:27.734 07/10/1995,0.110,0.197
12:12:27.736 07/10/1995,0.094,0.156
12:12:27.738 07/10/1995,0.078,0.156
12:12:27.740 07/10/1995,0.066,0.156
12:12:27.742 07/10/1995,0.055,0.156
12:12:27.744 07/10/1995,0.050,0.102
12:12:27.746 07/10/1995,0.045,0.102
12:12:27.748 07/10/1995,0.042,0.102
12:12:27.750 07/10/1995,0.039,0.102
12:12:27.752 07/10/1995,0.033,0.063
12:12:27.754 07/10/1995,0.028,0.063
12:12:27.756 07/10/1995,0.019,0.063
12:12:27.758 07/10/1995,0.011,0.063
12:12:27.760 07/10/1995,-0.001,0.029
12:12:27.762 07/10/1995,-0.013,0.029
12:12:27.764 07/10/1995,-0.025,0.029
12:12:27.766 07/10/1995,-0.038,0.029
12:12:27.768 07/10/1995,-0.049,0.000
12:12:27.770 07/10/1995,-0.059,0.000
12:12:27.772 07/10/1995,-0.069,0.000
12:12:27.774 07/10/1995,-0.079,0.000
12:12:27.776 07/10/1995,-0.087,-0.032
12:12:27.778 07/10/1995,-0.095,-0.032
12:12:27.780 07/10/1995,-0.100,-0.032
12:12:27.782 07/10/1995,-0.105,-0.032
12:12:27.784 07/10/1995,-0.109,-0.059
12:12:27.786 07/10/1995,-0.113,-0.059
12:12:27.788 07/10/1995,-0.119,-0.059
12:12:27.790 07/10/1995,-0.124,-0.059
12:12:27.792 07/10/1995,-0.129,-0.082
12:12:27.794 07/10/1995,-0.133,-0.082
12:12:27.796 07/10/1995,-0.136,-0.082
12:12:27.798 07/10/1995,-0.139,-0.082
12:12:27.800 07/10/1995,-0.141,-0.106
12:12:27.802 07/10/1995,-0.143,-0.106
12:12:27.804 07/10/1995,-0.143,-0.106
12:12:27.806 07/10/1995,-0.144,-0.106
12:12:27.808 07/10/1995,-0.145,-0.131
12:12:27.810 07/10/1995,-0.146,-0.131
12:12:27.812 07/10/1995,-0.146,-0.131
12:12:27.814 07/10/1995,-0.147,-0.131
12:12:27.816 07/10/1995,-0.146,-0.153
12:12:27.818 07/10/1995,-0.146,-0.153
12:12:27.820 07/10/1995,-0.144,-0.153
12:12:27.822 07/10/1995,-0.141,-0.153
12:12:27.824 07/10/1995,-0.140,-0.176
12:12:27.826 07/10/1995,-0.138,-0.176
12:12:27.828 07/10/1995,-0.137,-0.176
12:12:27.830 07/10/1995,-0.135,-0.176
12:12:27.832 07/10/1995,-0.134,-0.199
12:12:27.834 07/10/1995,-0.133,-0.199
12:12:27.836 07/10/1995,-0.132,-0.199
12:12:27.838 07/10/1995,-0.131,-0.199
12:12:27.840 07/10/1995,-0.130,-0.219
12:12:27.842 07/10/1995,-0.130,-0.219
12:12:27.844 07/10/1995,-0.129,-0.219
12:12:27.846 07/10/1995,-0.127,-0.219
12:12:27.848 07/10/1995,-0.127,-0.239
12:12:27.850 07/10/1995,-0.126,-0.239
12:12:27.852 07/10/1995,-0.126,-0.239
12:12:27.854 07/10/1995,-0.125,-0.239
12:12:27.856 07/10/1995,-0.124,-0.262
12:12:27.858 07/10/1995,-0.122,-0.262
12:12:27.860 07/10/1995,-0.120,-0.262
12:12:27.862 07/10/1995,-0.118,-0.262
12:12:27.864 07/10/1995,-0.115,-0.278
12:12:27.866 07/10/1995,-0.112,-0.278
12:12:27.868 07/10/1995,-0.106,-0.278
12:12:27.870 07/10/1995,-0.100,-0.278
12:12:27.872 07/10/1995,-0.083,-0.293
12:12:27.874 07/10/1995,-0.066,-0.293
12:12:27.876 07/10/1995,-0.029,-0.293
12:12:27.878 07/10/1995,0.008,-0.293
12:12:27.880 07/10/1995,0.070,-0.307
12:12:27.882 07/10/1995,0.133,-0.307
12:12:27.884 07/10/1995,0.217,-0.307
12:12:27.886 07/10/1995,0.300,-0.307
12:12:27.888 07/10/1995,0.389,-0.319
12:12:27.890 07/10/1995,0.477,-0.319
12:12:27.892 07/10/1995,0.546,-0.319
12:12:27.894 07/10/1995,0.614,-0.319
12:12:27.896 07/10/1995,0.643,-0.328
12:12:27.898 07/10/1995,0.671,-0.328
12:12:27.900 07/10/1995,0.652,-0.328
12:12:27.902 07/10/1995,0.633,-0.328
12:12:27.904 07/10/1995,0.578,-0.337
12:12:27.906 07/10/1995,0.523,-0.337
12:12:27.908 07/10/1995,0.452,-0.337
12:12:27.910 07/10/1995,0.382,-0.337
12:12:27.912 07/10/1995,0.321,-0.345
12:12:27.914 07/10/1995,0.259,-0.345
12:12:27.916 07/10/1995,0.220,-0.345
12:12:27.918 07/10/1995,0.180,-0.345
12:12:27.920 07/10/1995,0.165,-0.352
12:12:27.922 07/10/1995,0.150,-0.352
12:12:27.924 07/10/1995,0.152,-0.352
12:12:27.926 07/10/1995,0.153,-0.352
12:12:27.928 07/10/1995,0.163,-0.359
12:12:27.930 07/10/1995,0.172,-0.359
12:12:27.932 07/10/1995,0.179,-0.359
12:12:27.934 07/10/1995,0.187,-0.359
12:12:27.936 07/10/1995,0.192,-0.361
12:12:27.938 07/10/1995,0.197,-0.361
12:12:27.940 07/10/1995,0.201,-0.361
12:12:27.942 07/10/1995,0.205,-0.361
12:12:27.944 07/10/1995,0.214,-0.368
12:12:27.946 07/10/1995,0.224,-0.368
12:12:27.948 07/10/1995,0.237,-0.368
12:12:27.950 07/10/1995,0.249,-0.368
12:12:27.952 07/10/1995,0.257,-0.375
12:12:27.954 07/10/1995,0.265,-0.375
12:12:27.956 07/10/1995,0.260,-0.375
12:12:27.958 07/10/1995,0.255,-0.375
12:12:27.960 07/10/1995,0.237,-0.384
12:12:27.962 07/10/1995,0.218,-0.384
12:12:27.964 07/10/1995,0.190,-0.384
12:12:27.966 07/10/1995,0.162,-0.384
12:12:27.968 07/10/1995,0.130,-0.389
12:12:27.970 07/10/1995,0.098,-0.389
12:12:27.972 07/10/1995,0.071,-0.389
12:12:27.974 07/10/1995,0.044,-0.389
12:12:27.976 07/10/1995,0.024,-0.396
12:12:27.978 07/10/1995,0.003,-0.396
12:12:27.980 07/10/1995,-0.011,-0.396
12:12:27.982 07/10/1995,-0.026,-0.396
12:12:27.984 07/10/1995,-0.035,-0.402
12:12:27.986 07/10/1995,-0.043,-0.402
12:12:27.988 07/10/1995,-0.048,-0.402
12:12:27.990 07/10/1995,-0.053,-0.402
12:12:27.992 07/10/1995,-0.055,-0.409
12:12:27.994 07/10/1995,-0.056,-0.409
12:12:27.996 07/10/1995,-0.056,-0.409
12:12:27.998 07/10/1995,-0.056,-0.409
12:12:28.000 07/10/1995,-0.056,-0.420
12:12:28.002 07/10/1995,-0.055,-0.420
12:12:28.004 07/10/1995,-0.055,-0.420
12:12:28.006 07/10/1995,-0.055,-0.420
12:12:28.008 07/10/1995,-0.056,-0.429
12:12:28.010 07/10/1995,-0.057,-0.429
12:12:28.012 07/10/1995,-0.059,-0.429
12:12:28.014 07/10/1995,-0.060,-0.429
12:12:28.016 07/10/1995,-0.062,-0.438
12:12:28.018 07/10/1995,-0.064,-0.438
12:12:28.020 07/10/1995,-0.063,-0.438
12:12:28.022 07/10/1995,-0.063,-0.438
12:12:28.024 07/10/1995,-0.062,-0.447
12:12:28.026 07/10/1995,-0.060,-0.447
12:12:28.028 07/10/1995,-0.059,-0.447
12:12:28.030 07/10/1995,-0.058,-0.447
12:12:28.032 07/10/1995,-0.057,-0.456
12:12:28.034 07/10/1995,-0.056,-0.456
12:12:28.036 07/10/1995,-0.056,-0.456
12:12:28.038 07/10/1995,-0.055,-0.456
12:12:28.040 07/10/1995,-0.055,-0.468
12:12:28.042 07/10/1995,-0.055,-0.468
12:12:28.044 07/10/1995,-0.055,-0.468
12:12:28.046 07/10/1995,-0.054,-0.468
12:12:28.048 07/10/1995,-0.051,-0.476
12:12:28.050 07/10/1995,-0.049,-0.476
12:12:28.052 07/10/1995,-0.045,-0.476
12:12:28.054 07/10/1995,-0.041,-0.476
12:12:28.056 07/10/1995,-0.038,-0.488
12:12:28.058 07/10/1995,-0.035,-0.488
12:12:28.060 07/10/1995,-0.031,-0.488
12:12:28.062 07/10/1995,-0.028,-0.488
12:12:28.064 07/10/1995,-0.025,-0.497
12:12:28.066 07/10/1995,-0.022,-0.497
12:12:28.068 07/10/1995,-0.018,-0.497
12:12:28.070 07/10/1995,-0.015,-0.497
12:12:28.072 07/10/1995,-0.010,-0.508
12:12:28.074 07/10/1995,-0.005,-0.508
12:12:28.076 07/10/1995,-0.001,-0.508
12:12:28.078 07/10/1995,0.004,-0.508
12:12:28.080 07/10/1995,0.010,-0.517
12:12:28.082 07/10/1995,0.015,-0.517
12:12:28.084 07/10/1995,0.019,-0.517
12:12:28.086 07/10/1995,0.024,-0.517
12:12:28.088 07/10/1995,0.027,-0.528
12:12:28.090 07/10/1995,0.030,-0.528
12:12:28.092 07/10/1995,0.033,-0.528
12:12:28.094 07/10/1995,0.037,-0.528
12:12:28.096 07/10/1995,0.040,-0.537
12:12:28.098 07/10/1995,0.044,-0.537
12:12:28.100 07/10/1995,0.046,-0.537
12:12:28.102 07/10/1995,0.049,-0.537
12:12:28.104 07/10/1995,0.050,-0.546
12:12:28.106 07/10/1995,0.052,-0.546
12:12:28.108 07/10/1995,0.053,-0.546
12:12:28.110 07/10/1995,0.055,-0.546
12:12:28.112 07/10/1995,0.057,-0.553
12:12:28.114 07/10/1995,0.059,-0.553
12:12:28.116 07/10/1995,0.060,-0.553
12:12:28.118 07/10/1995,0.060,-0.553
12:12:28.120 07/10/1995,0.062,-0.567
12:12:28.122 07/10/1995,0.063,-0.567
12:12:28.124 07/10/1995,0.063,-0.567
12:12:28.126 07/10/1995,0.063,-0.567
12:12:28.128 07/10/1995,0.060,-0.574
12:12:28.130 07/10/1995,0.058,-0.574
12:12:28.132 07/10/1995,0.055,-0.574
12:12:28.134 07/10/1995,0.052,-0.574
12:12:28.136 07/10/1995,0.046,-0.578
12:12:28.138 07/10/1995,0.041,-0.578
12:12:28.140 07/10/1995,0.035,-0.578
12:12:28.142 07/10/1995,0.028,-0.578
12:12:28.144 07/10/1995,0.020,-0.581
12:12:28.146 07/10/1995,0.012,-0.581
12:12:28.148 07/10/1995,0.003,-0.581
12:12:28.150 07/10/1995,-0.006,-0.581
12:12:28.152 07/10/1995,-0.017,-0.574
12:12:28.154 07/10/1995,-0.027,-0.574
12:12:28.156 07/10/1995,-0.038,-0.574
12:12:28.158 07/10/1995,-0.050,-0.574
12:12:28.160 07/10/1995,-0.060,-0.558
12:12:28.162 07/10/1995,-0.071,-0.558
12:12:28.164 07/10/1995,-0.082,-0.558
12:12:28.166 07/10/1995,-0.092,-0.558
12:12:28.168 07/10/1995,-0.100,-0.533
12:12:28.170 07/10/1995,-0.109,-0.533
12:12:28.172 07/10/1995,-0.114,-0.533
12:12:28.174 07/10/1995,-0.120,-0.533
12:12:28.176 07/10/1995,-0.122,-0.494
12:12:28.178 07/10/1995,-0.124,-0.494
12:12:28.180 07/10/1995,-0.125,-0.494
12:12:28.182 07/10/1995,-0.126,-0.494
12:12:28.184 07/10/1995,-0.126,-0.436
12:12:28.186 07/10/1995,-0.126,-0.436
12:12:28.188 07/10/1995,-0.124,-0.436
12:12:28.190 07/10/1995,-0.122,-0.436
12:12:28.192 07/10/1995,-0.119,-0.368
12:12:28.194 07/10/1995,-0.117,-0.368
12:12:28.196 07/10/1995,-0.113,-0.368
12:12:28.198 07/10/1995,-0.109,-0.368
12:12:28.200 07/10/1995,-0.105,-0.287
12:12:28.202 07/10/1995,-0.102,-0.287
12:12:28.204 07/10/1995,-0.097,-0.287
12:12:28.206 07/10/1995,-0.093,-0.287
12:12:28.208 07/10/1995,-0.089,-0.195
12:12:28.210 07/10/1995,-0.085,-0.195
12:12:28.212 07/10/1995,-0.082,-0.195
12:12:28.214 07/10/1995,-0.079,-0.195
12:12:28.216 07/10/1995,-0.076,-0.095
12:12:28.218 07/10/1995,-0.073,-0.095
12:12:28.220 07/10/1995,-0.070,-0.095
12:12:28.222 07/10/1995,-0.066,-0.095
12:12:28.224 07/10/1995,-0.062,0.002
12:12:28.226 07/10/1995,-0.057,0.002
12:12:28.228 07/10/1995,-0.053,0.002
12:12:28.230 07/10/1995,-0.050,0.002
12:12:28.232 07/10/1995,-0.046,0.097
12:12:28.234 07/10/1995,-0.042,0.097
12:12:28.236 07/10/1995,-0.039,0.097
12:12:28.238 07/10/1995,-0.036,0.097
12:12:28.240 07/10/1995,-0.033,0.178
12:12:28.242 07/10/1995,-0.031,0.178
12:12:28.244 07/10/1995,-0.029,0.178
12:12:28.246 07/10/1995,-0.027,0.178
12:12:28.248 07/10/1995,-0.025,0.251
12:12:28.250 07/10/1995,-0.023,0.251
12:12:28.252 07/10/1995,-0.021,0.251
12:12:28.254 07/10/1995,-0.019,0.251
12:12:28.256 07/10/1995,-0.017,0.328
12:12:28.258 07/10/1995,-0.015,0.328
12:12:28.260 07/10/1995,-0.013,0.328
12:12:28.262 07/10/1995,-0.012,0.328
12:12:28.264 07/10/1995,-0.011,0.366
12:12:28.266 07/10/1995,-0.011,0.366
12:12:28.268 07/10/1995,-0.010,0.366
12:12:28.270 07/10/1995,-0.009,0.366
12:12:28.272 07/10/1995,-0.008,0.386
12:12:28.274 07/10/1995,-0.008,0.386
12:12:28.276 07/10/1995,-0.007,0.386
12:12:28.278 07/10/1995,-0.006,0.386
12:12:28.280 07/10/1995,-0.006,0.386
12:12:28.282 07/10/1995,-0.005,0.386
12:12:28.284 07/10/1995,-0.004,0.386
12:12:28.286 07/10/1995,-0.002,0.386
12:12:28.288 07/10/1995,0.001,0.380
12:12:28.290 07/10/1995,0.004,0.380
12:12:28.292 07/10/1995,0.010,0.380
12:12:28.294 07/10/1995,0.016,0.380
12:12:28.296 07/10/1995,0.026,0.356
12:12:28.298 07/10/1995,0.036,0.356
12:12:28.300 07/10/1995,0.048,0.356
12:12:28.302 07/10/1995,0.060,0.356
12:12:28.304 07/10/1995,0.072,0.328
12:12:28.306 07/10/1995,0.084,0.328
12:12:28.308 07/10/1995,0.094,0.328
12:12:28.310 07/10/1995,0.105,0.328
12:12:28.312 07/10/1995,0.111,0.286
12:12:28.314 07/10/1995,0.118,0.286
12:12:28.316 07/10/1995,0.121,0.286
12:12:28.318 07/10/1995,0.124,0.286
12:12:28.320 07/10/1995,0.129,0.241
12:12:28.322 07/10/1995,0.133,0.241
12:12:28.324 07/10/1995,0.139,0.241
12:12:28.326 07/10/1995,0.145,0.241
12:12:28.328 07/10/1995,0.151,0.197
12:12:28.330 07/10/1995,0.157,0.197
12:12:28.332 07/10/1995,0.157,0.197
12:12:28.334 07/10/1995,0.157,0.197
12:12:28.336 07/10/1995,0.148,0.151
12:12:28.338 07/10/1995,0.140,0.151
12:12:28.340 07/10/1995,0.127,0.151
12:12:28.342 07/10/1995,0.113,0.151
12:12:28.344 07/10/1995,0.099,0.106
12:12:28.346 07/10/1995,0.085,0.106
12:12:28.348 07/10/1995,0.075,0.106
12:12:28.350 07/10/1995,0.065,0.106
12:12:28.352 07/10/1995,0.060,0.063
12:12:28.354 07/10/1995,0.055,0.063
12:12:28.356 07/10/1995,0.052,0.063
12:12:28.358 07/10/1995,0.049,0.063
12:12:28.360 07/10/1995,0.042,0.025
12:12:28.362 07/10/1995,0.036,0.025
12:12:28.364 07/10/1995,0.025,0.025
12:12:28.366 07/10/1995,0.015,0.025
12:12:28.368 07/10/1995,0.003,-0.011
12:12:28.370 07/10/1995,-0.010,-0.011
12:12:28.372 07/10/1995,-0.022,-0.011
12:12:28.374 07/10/1995,-0.033,-0.011
12:12:28.376 07/10/1995,-0.045,-0.043
12:12:28.378 07/10/1995,-0.056,-0.043
12:12:28.380 07/10/1995,-0.066,-0.043
12:12:28.382 07/10/1995,-0.076,-0.043
12:12:28.384 07/10/1995,-0.083,-0.066
12:12:28.386 07/10/1995,-0.090,-0.066
12:12:28.388 07/10/1995,-0.097,-0.066
12:12:28.390 07/10/1995,-0.104,-0.066
12:12:28.392 07/10/1995,-0.111,-0.088
12:12:28.394 07/10/1995,-0.118,-0.088
12:12:28.396 07/10/1995,-0.123,-0.088
12:12:28.398 07/10/1995,-0.129,-0.088
12:12:28.400 07/10/1995,-0.132,-0.108
12:12:28.402 07/10/1995,-0.136,-0.108
12:12:28.404 07/10/1995,-0.137,-0.108
12:12:28.406 07/10/1995,-0.138,-0.108
12:12:28.408 07/10/1995,-0.137,-0.122
12:12:28.410 07/10/1995,-0.135,-0.122
12:12:28.412 07/10/1995,-0.132,-0.122
12:12:28.414 07/10/1995,-0.130,-0.122
12:12:28.416 07/10/1995,-0.129,-0.138
12:12:28.418 07/10/1995,-0.127,-0.138
12:12:28.420 07/10/1995,-0.129,-0.138
12:12:28.422 07/10/1995,-0.130,-0.138
12:12:28.424 07/10/1995,-0.131,-0.151
12:12:28.426 07/10/1995,-0.132,-0.151
12:12:28.428 07/10/1995,-0.131,-0.151
12:12:28.430 07/10/1995,-0.130,-0.151
12:12:28.432 07/10/1995,-0.129,-0.167
12:12:28.434 07/10/1995,-0.127,-0.167
12:12:28.436 07/10/1995,-0.127,-0.167
12:12:28.438 07/10/1995,-0.126,-0.167
12:12:28.440 07/10/1995,-0.126,-0.178
12:12:28.442 07/10/1995,-0.126,-0.178
12:12:28.444 07/10/1995,-0.126,-0.178
12:12:28.446 07/10/1995,-0.125,-0.178
12:12:28.448 07/10/1995,-0.124,-0.192
12:12:28.450 07/10/1995,-0.123,-0.192
12:12:28.452 07/10/1995,-0.122,-0.192
12:12:28.454 07/10/1995,-0.121,-0.192
12:12:28.456 07/10/1995,-0.120,-0.205
12:12:28.458 07/10/1995,-0.120,-0.205
12:12:28.460 07/10/1995,-0.119,-0.205
12:12:28.462 07/10/1995,-0.118,-0.205
12:12:28.464 07/10/1995,-0.119,-0.219
12:12:28.466 07/10/1995,-0.120,-0.219
12:12:28.468 07/10/1995,-0.121,-0.219
12:12:28.470 07/10/1995,-0.122,-0.219
12:12:28.472 07/10/1995,-0.122,-0.233
12:12:28.474 07/10/1995,-0.122,-0.233
12:12:28.476 07/10/1995,-0.117,-0.233
12:12:28.478 07/10/1995,-0.111,-0.233
12:12:28.480 07/10/1995,-0.093,-0.244
12:12:28.482 07/10/1995,-0.075,-0.244
12:12:28.484 07/10/1995,-0.037,-0.244
12:12:28.486 07/10/1995,0.000,-0.244
12:12:28.488 07/10/1995,0.062,-0.258
12:12:28.490 07/10/1995,0.123,-0.258
12:12:28.492 07/10/1995,0.206,-0.258
12:12:28.494 07/10/1995,0.289,-0.258
12:12:28.496 07/10/1995,0.377,-0.267
12:12:28.498 07/10/1995,0.465,-0.267
12:12:28.500 07/10/1995,0.536,-0.267
12:12:28.502 07/10/1995,0.607,-0.267
12:12:28.504 07/10/1995,0.638,-0.273
12:12:28.506 07/10/1995,0.670,-0.273
12:12:28.508 07/10/1995,0.653,-0.273
12:12:28.510 07/10/1995,0.637,-0.273
12:12:28.512 07/10/1995,0.585,-0.284
12:12:28.514 07/10/1995,0.532,-0.284
12:12:28.516 07/10/1995,0.463,-0.284
12:12:28.518 07/10/1995,0.394,-0.284
12:12:28.520 07/10/1995,0.332,-0.293
12:12:28.522 07/10/1995,0.270,-0.293
12:12:28.524 07/10/1995,0.229,-0.293
12:12:28.526 07/10/1995,0.188,-0.293
12:12:28.528 07/10/1995,0.170,-0.298
12:12:28.530 07/10/1995,0.152,-0.298
12:12:28.532 07/10/1995,0.153,-0.298
12:12:28.534 07/10/1995,0.154,-0.298
12:12:28.536 07/10/1995,0.165,-0.305
12:12:28.538 07/10/1995,0.175,-0.305
12:12:28.540 07/10/1995,0.186,-0.305
12:12:28.542 07/10/1995,0.197,-0.305
12:12:28.544 07/10/1995,0.203,-0.314
12:12:28.546 07/10/1995,0.210,-0.314
12:12:28.548 07/10/1995,0.215,-0.314
12:12:28.550 07/10/1995,0.220,-0.314
12:12:28.552 07/10/1995,0.229,-0.319
12:12:28.554 07/10/1995,0.239,-0.319
12:12:28.556 07/10/1995,0.251,-0.319
12:12:28.558 07/10/1995,0.262,-0.319
12:12:28.560 07/10/1995,0.269,-0.328
12:12:28.562 07/10/1995,0.276,-0.328
12:12:28.564 07/10/1995,0.273,-0.328
12:12:28.566 07/10/1995,0.269,-0.328
12:12:28.568 07/10/1995,0.251,-0.332
12:12:28.570 07/10/1995,0.232,-0.332
12:12:28.572 07/10/1995,0.202,-0.332
12:12:28.574 07/10/1995,0.172,-0.332
12:12:28.576 07/10/1995,0.139,-0.339
12:12:28.578 07/10/1995,0.107,-0.339
12:12:28.580 07/10/1995,0.079,-0.339
12:12:28.582 07/10/1995,0.051,-0.339
12:12:28.584 07/10/1995,0.029,-0.345
12:12:28.586 07/10/1995,0.008,-0.345
12:12:28.588 07/10/1995,-0.007,-0.345
12:12:28.590 07/10/1995,-0.022,-0.345
12:12:28.592 07/10/1995,-0.031,-0.354
12:12:28.594 07/10/1995,-0.040,-0.354
12:12:28.596 07/10/1995,-0.044,-0.354
12:12:28.598 07/10/1995,-0.049,-0.354
12:12:28.600 07/10/1995,-0.050,-0.363
12:12:28.602 07/10/1995,-0.052,-0.363
12:12:28.604 07/10/1995,-0.051,-0.363
12:12:28.606 07/10/1995,-0.051,-0.363
12:12:28.608 07/10/1995,-0.049,-0.370
12:12:28.610 07/10/1995,-0.048,-0.370
12:12:28.612 07/10/1995,-0.048,-0.370
12:12:28.614 07/10/1995,-0.049,-0.370
12:12:28.616 07/10/1995,-0.050,-0.380
12:12:28.618 07/10/1995,-0.052,-0.380
12:12:28.620 07/10/1995,-0.053,-0.380
12:12:28.622 07/10/1995,-0.055,-0.380
12:12:28.624 07/10/1995,-0.056,-0.384
12:12:28.626 07/10/1995,-0.057,-0.384
12:12:28.628 07/10/1995,-0.058,-0.384
12:12:28.630 07/10/1995,-0.059,-0.384
12:12:28.632 07/10/1995,-0.060,-0.393
12:12:28.634 07/10/1995,-0.060,-0.393
12:12:28.636 07/10/1995,-0.062,-0.393
12:12:28.638 07/10/1995,-0.063,-0.393
12:12:28.640 07/10/1995,-0.062,-0.402
12:12:28.642 07/10/1995,-0.060,-0.402
12:12:28.644 07/10/1995,-0.060,-0.402
12:12:28.646 07/10/1995,-0.059,-0.402
12:12:28.648 07/10/1995,-0.059,-0.408
12:12:28.650 07/10/1995,-0.058,-0.408
12:12:28.652 07/10/1995,-0.057,-0.408
12:12:28.654 07/10/1995,-0.055,-0.408
12:12:28.656 07/10/1995,-0.052,-0.417
12:12:28.658 07/10/1995,-0.049,-0.417
12:12:28.660 07/10/1995,-0.044,-0.417
12:12:28.662 07/10/1995,-0.039,-0.417
12:12:28.664 07/10/1995,-0.035,-0.424
12:12:28.666 07/10/1995,-0.030,-0.424
12:12:28.668 07/10/1995,-0.026,-0.424
12:12:28.670 07/10/1995,-0.023,-0.424
12:12:28.672 07/10/1995,-0.021,-0.433
12:12:28.674 07/10/1995,-0.019,-0.433
12:12:28.676 07/10/1995,-0.019,-0.433
12:12:28.678 07/10/1995,-0.018,-0.433
12:12:28.680 07/10/1995,-0.017,-0.443
12:12:28.682 07/10/1995,-0.015,-0.443
12:12:28.684 07/10/1995,-0.010,-0.443
12:12:28.686 07/10/1995,-0.005,-0.443
12:12:28.688 07/10/1995,-0.001,-0.452
12:12:28.690 07/10/1995,0.004,-0.452
12:12:28.692 07/10/1995,0.009,-0.452
12:12:28.694 07/10/1995,0.014,-0.452
12:12:28.696 07/10/1995,0.018,-0.459
12:12:28.698 07/10/1995,0.022,-0.459
12:12:28.700 07/10/1995,0.025,-0.459
12:12:28.702 07/10/1995,0.029,-0.459
12:12:28.704 07/10/1995,0.033,-0.468
12:12:28.706 07/10/1995,0.037,-0.468
12:12:28.708 07/10/1995,0.040,-0.468
12:12:28.710 07/10/1995,0.044,-0.468
12:12:28.712 07/10/1995,0.046,-0.476
12:12:28.714 07/10/1995,0.049,-0.476
12:12:28.716 07/10/1995,0.050,-0.476
12:12:28.718 07/10/1995,0.051,-0.476
12:12:28.720 07/10/1995,0.051,-0.483
12:12:28.722 07/10/1995,0.051,-0.483
12:12:28.724 07/10/1995,0.051,-0.483
12:12:28.726 07/10/1995,0.051,-0.483
12:12:28.728 07/10/1995,0.051,-0.494
12:12:28.730 07/10/1995,0.052,-0.494
12:12:28.732 07/10/1995,0.052,-0.494
12:12:28.734 07/10/1995,0.053,-0.494
12:12:28.736 07/10/1995,0.052,-0.503
12:12:28.738 07/10/1995,0.051,-0.503
12:12:28.740 07/10/1995,0.045,-0.503
12:12:28.742 07/10/1995,0.040,-0.503
12:12:28.744 07/10/1995,0.032,-0.508
12:12:28.746 07/10/1995,0.024,-0.508
12:12:28.748 07/10/1995,0.012,-0.508
12:12:28.750 07/10/1995,0.001,-0.508
12:12:28.752 07/10/1995,-0.012,-0.512
12:12:28.754 07/10/1995,-0.025,-0.512
12:12:28.756 07/10/1995,-0.037,-0.512
12:12:28.758 07/10/1995,-0.050,-0.512
12:12:28.760 07/10/1995,-0.061,-0.510
12:12:28.762 07/10/1995,-0.072,-0.510
12:12:28.764 07/10/1995,-0.083,-0.510
12:12:28.766 07/10/1995,-0.093,-0.510
12:12:28.768 07/10/1995,-0.104,-0.510
12:12:28.770 07/10/1995,-0.114,-0.510
12:12:28.772 07/10/1995,-0.125,-0.510
12:12:28.774 07/10/1995,-0.136,-0.510
12:12:28.776 07/10/1995,-0.145,-0.487
12:12:28.778 07/10/1995,-0.153,-0.487
12:12:28.780 07/10/1995,-0.159,-0.487
12:12:28.782 07/10/1995,-0.165,-0.487
12:12:28.784 07/10/1995,-0.168,-0.450
12:12:28.786 07/10/1995,-0.172,-0.450
12:12:28.788 07/10/1995,-0.172,-0.450
12:12:28.790 07/10/1995,-0.173,-0.450
12:12:28.792 07/10/1995,-0.172,-0.400
12:12:28.794 07/10/1995,-0.171,-0.400
12:12:28.796 07/10/1995,-0.168,-0.400
12:12:28.798 07/10/1995,-0.165,-0.400
12:12:28.800 07/10/1995,-0.163,-0.333
12:12:28.802 07/10/1995,-0.161,-0.333
12:12:28.804 07/10/1995,-0.159,-0.333
12:12:28.806 07/10/1995,-0.158,-0.333
12:12:28.808 07/10/1995,-0.155,-0.253
